Case Number,Date,Primary Type,Location Description,Arrest,Domestic,District,Ward
JA166258,02/20/2017 09:00:00 AM,THEFT,STREET,FALSE,FALSE,2,2
JA161450,02/20/2017 09:30:00 PM,BATTERY,CTA BUS STOP,FALSE,FALSE,9,12
JA163128,02/20/2017 01:30:00 AM,BATTERY,RESIDENCE,FALSE,TRUE,19,47
JA166678,02/20/2017 12:00:00 PM,THEFT,APARTMENT,FALSE,FALSE,11,37
JA165650,02/17/2017 12:00:00 PM,BURGLARY,RESIDENCE,FALSE,FALSE,22,21
JA166793,02/20/2017 03:00:00 AM,DECEPTIVE PRACTICE,APARTMENT,FALSE,TRUE,14,1
JA166896,02/20/2017 06:00:00 PM,THEFT,PARK PROPERTY,FALSE,FALSE,14,26
JA166799,02/20/2017 09:00:00 AM,OTHER OFFENSE,HOSPITAL BUILDING/GROUNDS,FALSE,TRUE,19,44
JA166986,02/20/2017 12:00:00 PM,DECEPTIVE PRACTICE,RESIDENCE,FALSE,FALSE,1,2
JA166966,02/20/2017 10:45:00 PM,ROBBERY,STREET,FALSE,FALSE,6,17
JA167152,02/20/2017 09:00:00 AM,OTHER OFFENSE,STREET,FALSE,FALSE,5,8
JA161045,02/20/2017 03:50:00 PM,BATTERY,APARTMENT,FALSE,FALSE,18,42
JA167605,02/20/2017 05:45:00 AM,THEFT,RESIDENTIAL YARD (FRONT/BACK),FALSE,FALSE,19,32
JA160296,02/20/2017 07:21:00 AM,HOMICIDE,APARTMENT,FALSE,FALSE,11,28
JA161320,02/20/2017 09:25:00 PM,HOMICIDE,STREET,FALSE,FALSE,5,9
JA168308,02/09/2017 23:00,OTHER OFFENSE,RESIDENCE,FALSE,FALSE,19,44
JA160144,02/19/2017 08:17:00 PM,CRIMINAL DAMAGE,RESIDENTIAL YARD (FRONT/BACK),FALSE,FALSE,2,4
JA161490,02/21/2017 12:54:00 AM,NARCOTICS,ALLEY,TRUE,FALSE,11,27
JA161463,02/21/2017 12:00:00 AM,BATTERY,STREET,FALSE,TRUE,5,9
JA161469,02/21/2017 12:05:00 AM,CRIMINAL TRESPASS,RESIDENCE PORCH/HALLWAY,TRUE,FALSE,25,26
JA161481,02/21/2017 12:30:00 AM,BATTERY,APARTMENT,TRUE,FALSE,25,29
JA161488,02/21/2017 12:50:00 AM,BATTERY,APARTMENT,FALSE,TRUE,16,45
JA161487,02/21/2017 12:30:00 AM,CRIMINAL DAMAGE,STREET,TRUE,FALSE,18,43
JA161501,02/21/2017 01:15:00 AM,THEFT,RESIDENCE,FALSE,TRUE,7,20
JA161503,02/21/2017 12:30:00 AM,CRIMINAL DAMAGE,DRUG STORE,FALSE,FALSE,5,9
JA161511,02/21/2017 01:00:00 AM,MOTOR VEHICLE THEFT,AIRPORT BUILDING NON-TERMINAL - NON-SECURE AREA,FALSE,FALSE,16,41
JA161504,02/21/2017 01:38:00 AM,BATTERY,STREET,FALSE,FALSE,7,6
JA161512,02/21/2017 12:13:00 AM,NARCOTICS,VEHICLE NON-COMMERCIAL,TRUE,FALSE,4,7
JA161485,02/21/2017 12:55:00 AM,BATTERY,APARTMENT,FALSE,TRUE,11,28
JA161517,02/21/2017 02:20:00 AM,OTHER OFFENSE,APARTMENT,FALSE,FALSE,11,27
JA161471,02/21/2017 12:20:00 AM,ROBBERY,STREET,FALSE,FALSE,6,17
JA161525,02/21/2017 03:00:00 AM,BATTERY,VEHICLE NON-COMMERCIAL,FALSE,TRUE,10,24
JA161492,02/21/2017 12:55:00 AM,BATTERY,SIDEWALK,FALSE,FALSE,20,40
JA161507,02/21/2017 01:50:00 AM,BATTERY,APARTMENT,FALSE,TRUE,8,18
JA161519,02/21/2017 02:45:00 AM,BATTERY,RESIDENCE,TRUE,TRUE,5,34
JA161529,02/21/2017 03:22:00 AM,ASSAULT,RESIDENCE,FALSE,TRUE,4,7
JA161516,02/21/2017 02:20:00 AM,BATTERY,RESIDENCE,FALSE,FALSE,4,10
JA161534,02/21/2017 03:50:00 AM,ASSAULT,HOTEL/MOTEL,FALSE,FALSE,19,43
JA161514,02/21/2017 02:00:00 AM,THEFT,GAS STATION,FALSE,FALSE,7,16
JA161533,02/21/2017 03:39:00 AM,CRIMINAL TRESPASS,GAS STATION,TRUE,FALSE,2,4
JA114539,01/13/2017 11:00:00 AM,DECEPTIVE PRACTICE,STREET,FALSE,FALSE,10,24
JA126024,01/22/2017 08:01:00 PM,OFFENSE INVOLVING CHILDREN,APARTMENT,TRUE,FALSE,9,12
JA127488,01/23/2017 07:00:00 AM,BURGLARY,APARTMENT,TRUE,FALSE,19,44
JA131894,01/15/2017 11:16:00 AM,THEFT,DEPARTMENT STORE,TRUE,FALSE,1,42
JA137577,02/01/2017 08:58,ROBBERY,VEHICLE NON-COMMERCIAL,TRUE,FALSE,12,1
JA156234,02/16/2017 04:21:00 PM,THEFT,PARKING LOT/GARAGE(NON.RESID.),FALSE,FALSE,7,15
JA157273,02/17/2017 02:17:00 PM,BATTERY,APARTMENT,TRUE,FALSE,4,7
JA156559,02/16/2017 09:45:00 PM,ASSAULT,APARTMENT,FALSE,TRUE,9,16
JA161477,02/21/2017 12:10:00 AM,ASSAULT,SMALL RETAIL STORE,FALSE,FALSE,5,9
JA161508,02/21/2017 01:15:00 AM,NARCOTICS,STREET,TRUE,FALSE,10,24
JA161524,02/21/2017 01:36:00 AM,BURGLARY,OTHER,FALSE,FALSE,16,38
JA161535,02/21/2017 04:13:00 AM,THEFT,GAS STATION,FALSE,FALSE,5,34
JA161509,02/21/2017 01:20:00 AM,BATTERY,APARTMENT,FALSE,TRUE,12,1
JA161489,02/21/2017 01:01:00 AM,CRIMINAL DAMAGE,RESIDENCE,FALSE,FALSE,9,14
JA161518,02/21/2017 01:58:00 AM,INTERFERENCE WITH PUBLIC OFFICER,STREET,TRUE,FALSE,4,8
JA161547,02/21/2017 05:10:00 AM,CRIMINAL TRESPASS,APARTMENT,FALSE,FALSE,9,16
JA161541,02/21/2017 04:47:00 AM,ASSAULT,CONVENIENCE STORE,FALSE,FALSE,25,31
JA161531,02/21/2017 02:37:00 AM,OTHER OFFENSE,STREET,FALSE,FALSE,9,20
JA161549,02/21/2017 02:16:00 AM,BURGLARY,SMALL RETAIL STORE,FALSE,FALSE,18,42
JA161545,02/21/2017 05:00:00 AM,ASSAULT,RESIDENCE,TRUE,TRUE,4,8
JA161546,02/21/2017 05:11:00 AM,CRIMINAL DAMAGE,RESIDENCE,TRUE,FALSE,15,29
JA161552,02/21/2017 05:20:00 AM,MOTOR VEHICLE THEFT,STREET,FALSE,FALSE,3,5
JA161581,02/21/2017 07:00:00 AM,THEFT,STREET,FALSE,FALSE,8,18
JA161574,02/21/2017 06:55:00 AM,CRIMINAL DAMAGE,CTA BUS,FALSE,FALSE,14,35
JA161550,02/21/2017 04:35:00 AM,BATTERY,APARTMENT,TRUE,TRUE,11,27
JA161582,02/21/2017 12:01:00 AM,MOTOR VEHICLE THEFT,OTHER,FALSE,FALSE,15,37
JA161591,02/21/2017 06:00:00 AM,THEFT,HOTEL/MOTEL,FALSE,FALSE,8,23
JA161607,02/21/2017 07:30:00 AM,ASSAULT,RESTAURANT,FALSE,FALSE,15,29
JA161603,02/21/2017 07:30:00 AM,THEFT,APARTMENT,FALSE,FALSE,14,26
JA161637,02/21/2017 07:45:00 AM,THEFT,OTHER,FALSE,FALSE,12,27
JA161537,02/21/2017 04:18:00 AM,ASSAULT,APARTMENT,FALSE,FALSE,6,8
JA161557,02/21/2017 06:00:00 AM,MOTOR VEHICLE THEFT,STREET,FALSE,FALSE,25,30
JA161628,02/21/2017 07:15:00 AM,BATTERY,CTA TRAIN,FALSE,FALSE,19,44
JA161621,02/21/2017 07:50:00 AM,PUBLIC PEACE VIOLATION,CTA PLATFORM,TRUE,FALSE,1,42
JA161615,02/21/2017 07:45:00 AM,BATTERY,RESIDENCE,FALSE,FALSE,5,34
JA161585,02/21/2017 07:08:00 AM,THEFT,SMALL RETAIL STORE,TRUE,FALSE,20,48
JA161635,02/21/2017 08:00:00 AM,ASSAULT,SIDEWALK,FALSE,FALSE,3,6
JA161583,02/21/2017 05:00:00 AM,BATTERY,OTHER,FALSE,FALSE,18,32
JA161604,02/21/2017 07:26:00 AM,BATTERY,APARTMENT,FALSE,TRUE,3,5
JA161703,02/21/2017 04:10:00 AM,MOTOR VEHICLE THEFT,STREET,FALSE,FALSE,12,1
JA161617,02/21/2017 07:50:00 AM,CRIMINAL DAMAGE,VEHICLE NON-COMMERCIAL,FALSE,FALSE,18,32
JA161644,02/21/2017 12:30:00 AM,THEFT,STREET,FALSE,FALSE,14,1
JA161648,02/21/2017 08:30:00 AM,THEFT,VEHICLE NON-COMMERCIAL,FALSE,FALSE,8,23
JA161558,02/21/2017 06:00:00 AM,ASSAULT,APARTMENT,FALSE,TRUE,11,24
JA161662,02/21/2017 08:38:00 AM,BATTERY,APARTMENT,TRUE,FALSE,6,17
JA161740,02/21/2017 09:50:00 AM,THEFT,OTHER,FALSE,FALSE,11,27
JA161724,02/21/2017 09:40:00 AM,BATTERY,SIDEWALK,FALSE,TRUE,11,24
JA161701,02/21/2017 09:12:00 AM,BATTERY,RESIDENCE,FALSE,TRUE,5,34
JA161721,02/21/2017 09:00:00 AM,DECEPTIVE PRACTICE,RESIDENCE,FALSE,FALSE,15,28
JA161733,02/21/2017 09:10:00 AM,BATTERY,"SCHOOL, PUBLIC, BUILDING",FALSE,FALSE,18,43
JA161647,02/21/2017 08:40:00 AM,CRIMINAL DAMAGE,CONVENIENCE STORE,TRUE,FALSE,4,8
JA161789,02/21/2017 10:30:00 AM,THEFT,CTA STATION,FALSE,FALSE,1,42
JA161656,02/21/2017 07:00:00 AM,THEFT,RESIDENCE,FALSE,FALSE,17,45
JA161715,02/21/2017 09:20:00 AM,ASSAULT,CTA BUS,FALSE,FALSE,22,34
JA161771,02/21/2017 10:00:00 AM,BATTERY,RESIDENCE,FALSE,TRUE,12,25
JA161707,02/21/2017 08:30:00 AM,ROBBERY,SIDEWALK,FALSE,FALSE,11,27
JA161669,02/21/2017 08:20:00 AM,BATTERY,CHA APARTMENT,FALSE,TRUE,5,9
JA161666,02/21/2017 08:51:00 AM,BATTERY,RESIDENCE,TRUE,TRUE,9,3
JA161823,02/21/2017 09:37:00 AM,OTHER OFFENSE,"SCHOOL, PUBLIC, BUILDING",FALSE,FALSE,6,6
JA161782,02/21/2017 10:05:00 AM,CRIMINAL TRESPASS,OTHER,TRUE,FALSE,11,28
JA161819,02/21/2017 10:53:00 AM,CRIMINAL TRESPASS,DRUG STORE,TRUE,FALSE,10,24
JA161870,02/21/2017 09:00:00 AM,THEFT,CTA TRAIN,FALSE,FALSE,12,2
JA161758,02/21/2017 10:10:00 AM,NARCOTICS,GAS STATION,TRUE,FALSE,15,37
JA161735,02/21/2017 09:00:00 AM,MOTOR VEHICLE THEFT,STREET,FALSE,FALSE,25,30
JA161651,02/21/2017 08:00:00 AM,ASSAULT,SIDEWALK,FALSE,FALSE,6,6
JA161845,02/21/2017 11:10:00 AM,THEFT,VEHICLE NON-COMMERCIAL,FALSE,FALSE,6,21
JA161779,02/21/2017 10:10:00 AM,THEFT,GROCERY FOOD STORE,FALSE,FALSE,18,42
JA161817,02/21/2017 09:50:00 AM,NARCOTICS,STREET,TRUE,FALSE,3,6
JA161797,02/21/2017 09:30:00 AM,BATTERY,"SCHOOL, PUBLIC, BUILDING",TRUE,FALSE,5,9
JA161711,02/21/2017 06:30:00 AM,ROBBERY,CTA BUS STOP,FALSE,FALSE,3,20
JA161884,02/21/2017 08:30:00 AM,DECEPTIVE PRACTICE,RESIDENCE,FALSE,FALSE,8,18
JA161638,02/21/2017 08:00:00 AM,BATTERY,WAREHOUSE,FALSE,FALSE,9,11
JA161859,02/21/2017 11:14:00 AM,THEFT,APARTMENT,FALSE,FALSE,8,16
JA161930,02/21/2017 10:15:00 AM,THEFT,STREET,FALSE,FALSE,12,27
JA161885,02/21/2017 10:40:00 AM,THEFT,SIDEWALK,FALSE,TRUE,22,21
JA161904,02/21/2017 11:42:00 AM,NARCOTICS,SIDEWALK,TRUE,FALSE,11,28
JA161912,02/21/2017 12:30:00 AM,THEFT,RESIDENCE-GARAGE,FALSE,FALSE,8,14
JA161798,02/21/2017 10:30:00 AM,BATTERY,SIDEWALK,FALSE,FALSE,8,23
JA161868,02/21/2017 11:20:00 AM,NARCOTICS,GROCERY FOOD STORE,TRUE,FALSE,17,45
JA161926,02/21/2017 12:00:00 PM,NARCOTICS,SIDEWALK,TRUE,FALSE,11,27
JA161866,02/21/2017 10:30:00 AM,BATTERY,VEHICLE NON-COMMERCIAL,TRUE,TRUE,5,9
JA161793,02/21/2017 10:31:00 AM,CRIMINAL DAMAGE,STREET,FALSE,FALSE,25,37
JA161955,02/21/2017 12:28:00 PM,BATTERY,HOTEL/MOTEL,FALSE,TRUE,25,30
JA161952,02/21/2017 11:52:00 AM,OTHER OFFENSE,RESIDENCE,FALSE,FALSE,22,21
JA161867,02/21/2017 10:48:00 AM,OTHER OFFENSE,STREET,TRUE,FALSE,7,16
JA161903,02/21/2017 11:40:00 AM,OTHER OFFENSE,STREET,TRUE,FALSE,11,28
JA161928,02/21/2017 10:30:00 AM,THEFT,STREET,FALSE,FALSE,8,14
JA161987,02/21/2017 12:45:00 PM,NARCOTICS,PARKING LOT/GARAGE(NON.RESID.),TRUE,FALSE,25,37
JA161902,02/21/2017 11:00:00 AM,ROBBERY,SIDEWALK,FALSE,FALSE,16,45
JA161913,02/21/2017 07:00:00 AM,CRIMINAL DAMAGE,FIRE STATION,FALSE,FALSE,18,42
JA161940,02/21/2017 08:00:00 AM,MOTOR VEHICLE THEFT,STREET,FALSE,FALSE,14,1
JA161876,02/21/2017 11:40:00 AM,THEFT,GROCERY FOOD STORE,TRUE,FALSE,2,4
JA161832,02/21/2017 07:00:00 AM,BURGLARY,RESIDENCE-GARAGE,FALSE,FALSE,5,34
JA161571,02/21/2017 12:30:00 AM,BATTERY,RESIDENCE,FALSE,TRUE,9,11
JA161961,02/21/2017 12:30:00 PM,THEFT,CTA BUS STOP,FALSE,FALSE,8,15
JA161618,02/21/2017 07:30:00 AM,ASSAULT,APARTMENT,FALSE,TRUE,9,16
JA161863,02/21/2017 10:00:00 AM,CRIMINAL DAMAGE,APARTMENT,FALSE,FALSE,3,20
JA161980,02/21/2017 12:00:00 PM,OTHER OFFENSE,APARTMENT,FALSE,FALSE,2,4
JA161883,02/21/2017 11:30:00 AM,ASSAULT,APARTMENT,FALSE,FALSE,3,5
JA161872,02/21/2017 11:35:00 AM,CRIMINAL TRESPASS,SIDEWALK,TRUE,FALSE,14,35
JA161881,02/21/2017 09:30:00 AM,BATTERY,RESIDENCE,FALSE,TRUE,25,29
JA161906,02/21/2017 11:55:00 AM,BATTERY,SIDEWALK,FALSE,FALSE,25,30
JA162016,02/21/2017 01:00:00 PM,CRIMINAL TRESPASS,CTA STATION,TRUE,FALSE,7,16
JA161984,02/21/2017 10:30:00 AM,THEFT,STREET,FALSE,FALSE,18,43
JA161922,02/21/2017 10:57:00 AM,OTHER OFFENSE,STREET,TRUE,FALSE,7,20
JA162036,02/21/2017 11:50:00 AM,BATTERY,OTHER,FALSE,FALSE,12,25
JA161696,02/21/2017 09:05:00 AM,ASSAULT,CTA PLATFORM,FALSE,FALSE,15,28
JA161948,02/21/2017 11:37:00 AM,CRIMINAL TRESPASS,RESTAURANT,TRUE,FALSE,6,17
JA162010,02/21/2017 01:20:00 PM,ROBBERY,SIDEWALK,FALSE,FALSE,19,47
JA161748,02/21/2017 09:49:00 AM,CRIMINAL DAMAGE,CONVENIENCE STORE,FALSE,FALSE,7,17
JA162037,02/21/2017 12:56:00 PM,NARCOTICS,SIDEWALK,TRUE,FALSE,11,24
JA162056,02/21/2017 01:40:00 PM,THEFT,DEPARTMENT STORE,TRUE,FALSE,17,35
JA162087,02/21/2017 02:25:00 PM,CRIMINAL TRESPASS,CHA PARKING LOT/GROUNDS,TRUE,FALSE,18,27
JA162027,02/21/2017 12:55:00 PM,WEAPONS VIOLATION,SIDEWALK,TRUE,FALSE,18,27
JA162076,02/21/2017 01:30:00 PM,CRIMINAL TRESPASS,CONSTRUCTION SITE,TRUE,FALSE,12,2
JA161994,02/21/2017 12:30:00 PM,BATTERY,STREET,FALSE,FALSE,10,28
JA162080,02/21/2017 01:00:00 PM,THEFT,PARKING LOT/GARAGE(NON.RESID.),FALSE,FALSE,18,27
JA162039,02/21/2017 12:05:00 PM,THEFT,CTA STATION,FALSE,FALSE,1,2
JA161808,02/21/2017 10:50:00 AM,CRIMINAL DAMAGE,RESIDENCE,FALSE,TRUE,10,24
JA162035,02/21/2017 01:17:00 PM,BATTERY,APARTMENT,FALSE,FALSE,3,6
JA161898,02/21/2017 11:30:00 AM,BATTERY,APARTMENT,FALSE,TRUE,6,6
JA162050,02/21/2017 01:25:00 PM,NARCOTICS,SIDEWALK,TRUE,FALSE,2,3
JA162073,02/21/2017 01:48:00 PM,ASSAULT,DAY CARE CENTER,FALSE,TRUE,3,7
JA162045,02/21/2017 12:30:00 PM,BATTERY,APARTMENT,FALSE,TRUE,8,15
JA162077,02/21/2017 01:00:00 PM,THEFT,PARK PROPERTY,FALSE,FALSE,10,24
JA162088,02/21/2017 02:13:00 PM,CRIMINAL TRESPASS,CTA PLATFORM,TRUE,FALSE,9,11
JA161925,02/21/2017 11:55:00 AM,BATTERY,"SCHOOL, PRIVATE, BUILDING",FALSE,FALSE,10,24
JA162062,02/21/2017 06:35:00 AM,MOTOR VEHICLE THEFT,STREET,FALSE,FALSE,10,24
JA162139,02/21/2017 01:27:00 PM,THEFT,DEPARTMENT STORE,FALSE,FALSE,1,42
JA162147,02/21/2017 09:00:00 AM,THEFT,STREET,FALSE,FALSE,11,2
JA161972,02/21/2017 12:40:00 PM,OTHER OFFENSE,SMALL RETAIL STORE,FALSE,FALSE,11,28
JA162101,02/21/2017 01:35:00 PM,INTIMIDATION,POLICE FACILITY/VEH PARKING LOT,FALSE,FALSE,15,29
JA162150,02/21/2017 02:30:00 PM,DECEPTIVE PRACTICE,RESIDENCE,FALSE,FALSE,7,17
JA162183,02/21/2017 12:30:00 PM,THEFT,STREET,FALSE,FALSE,8,13
JA161856,02/21/2017 11:05:00 AM,ASSAULT,SIDEWALK,TRUE,FALSE,3,20
JA162165,02/21/2017 10:20:00 AM,MOTOR VEHICLE THEFT,PARKING LOT/GARAGE(NON.RESID.),FALSE,FALSE,6,21
JA162023,02/21/2017 01:05:00 PM,BATTERY,"SCHOOL, PRIVATE, GROUNDS",TRUE,FALSE,1,42
JA161988,02/21/2017 12:35:00 PM,THEFT,AIRPORT TERMINAL LOWER LEVEL - NON-SECURE AREA,TRUE,FALSE,16,41
JA162046,02/21/2017 01:35:00 PM,THEFT,SMALL RETAIL STORE,TRUE,FALSE,15,29
JA162186,02/21/2017 11:30:00 AM,THEFT,CTA BUS STOP,FALSE,FALSE,6,6
JA162192,02/21/2017 11:00:00 AM,DECEPTIVE PRACTICE,APARTMENT,FALSE,FALSE,7,15
JA161956,02/21/2017 11:56:00 AM,BATTERY,SIDEWALK,FALSE,TRUE,10,24
JA162098,02/21/2017 01:00:00 PM,ROBBERY,SIDEWALK,FALSE,FALSE,9,11
JA162168,02/21/2017 03:02:00 PM,OTHER OFFENSE,STREET,TRUE,FALSE,7,16
JA162119,02/21/2017 02:36:00 PM,THEFT,COMMERCIAL / BUSINESS OFFICE,TRUE,FALSE,25,37
JA162121,02/21/2017 01:55:00 PM,THEFT,CONVENIENCE STORE,FALSE,FALSE,25,30
JA162225,02/21/2017 03:45:00 PM,CRIMINAL DAMAGE,STREET,FALSE,FALSE,7,3
JA162237,02/21/2017 11:15:00 AM,PUBLIC PEACE VIOLATION,RESIDENCE,FALSE,FALSE,18,43
JA162166,02/21/2017 01:00:00 PM,MOTOR VEHICLE THEFT,STREET,FALSE,FALSE,19,46
JA162198,02/21/2017 03:41:00 PM,ASSAULT,"SCHOOL, PUBLIC, BUILDING",FALSE,FALSE,9,16
JA162093,02/21/2017 01:15:00 PM,OFFENSE INVOLVING CHILDREN,RESIDENCE,FALSE,TRUE,10,24
JA162151,02/21/2017 02:20:00 PM,THEFT,GROCERY FOOD STORE,TRUE,FALSE,18,43
JA162182,02/21/2017 02:48:00 PM,NARCOTICS,SIDEWALK,TRUE,FALSE,15,28
JA162157,02/21/2017 03:15:00 PM,BATTERY,APARTMENT,FALSE,TRUE,24,49
JA162217,02/21/2017 03:55:00 PM,CRIMINAL DAMAGE,GAS STATION,FALSE,FALSE,6,21
JA162169,02/21/2017 02:59:00 PM,THEFT,GROCERY FOOD STORE,TRUE,FALSE,6,6
JA162233,02/21/2017 03:59:00 PM,BATTERY,"SCHOOL, PRIVATE, BUILDING",FALSE,FALSE,11,24
JA162156,02/21/2017 03:00:00 PM,BATTERY,RESIDENCE,FALSE,TRUE,6,21
JA162287,02/21/2017 04:35:00 PM,PUBLIC PEACE VIOLATION,STREET,FALSE,FALSE,1,42
JA162127,02/21/2017 03:00:00 PM,BATTERY,GAS STATION,FALSE,FALSE,3,6
JA162306,02/21/2017 02:50:00 PM,CRIMINAL DAMAGE,PARKING LOT/GARAGE(NON.RESID.),FALSE,FALSE,19,44
JA162335,02/21/2017 02:40:00 PM,DECEPTIVE PRACTICE,BANK,FALSE,FALSE,1,42
JA162184,02/21/2017 03:00:00 PM,OTHER OFFENSE,"SCHOOL, PUBLIC, GROUNDS",FALSE,TRUE,8,14
JA162118,02/21/2017 01:50:00 PM,ROBBERY,SIDEWALK,FALSE,FALSE,8,15
JA162017,02/21/2017 12:55:00 PM,BURGLARY,APARTMENT,FALSE,FALSE,8,15
JA162250,02/21/2017 03:50:00 PM,ASSAULT,"SCHOOL, PRIVATE, BUILDING",FALSE,FALSE,8,14
JA162309,02/21/2017 04:00:00 PM,THEFT,GAS STATION,FALSE,FALSE,3,6
JA162321,02/21/2017 02:00:00 PM,CRIMINAL DAMAGE,STREET,FALSE,FALSE,6,8
JA162106,02/21/2017 02:33:00 PM,ASSAULT,STREET,TRUE,FALSE,4,10
JA162357,02/21/2017 10:00:00 AM,CRIMINAL DAMAGE,RESIDENCE,FALSE,FALSE,9,12
JA162319,02/21/2017 03:10:00 PM,THEFT,STREET,FALSE,FALSE,6,8
JA162322,02/21/2017 08:00:00 AM,THEFT,APARTMENT,FALSE,FALSE,3,7
JA162129,02/21/2017 02:00:00 PM,BURGLARY,RESIDENCE,FALSE,FALSE,7,17
JA162340,02/21/2017 03:10:00 PM,THEFT,SMALL RETAIL STORE,FALSE,FALSE,1,42
JA162255,02/21/2017 09:00:00 AM,OTHER OFFENSE,APARTMENT,FALSE,TRUE,4,7
JA162232,02/21/2017 02:15:00 PM,THEFT,SMALL RETAIL STORE,TRUE,FALSE,1,2
JA162372,02/21/2017 02:00:00 PM,CRIMINAL DAMAGE,OTHER,FALSE,FALSE,14,35
JA162239,02/21/2017 03:30:00 PM,BATTERY,RESIDENCE,FALSE,FALSE,5,34
JA162349,02/21/2017 02:30:00 PM,CRIMINAL TRESPASS,APARTMENT,FALSE,FALSE,1,2
JA162369,02/21/2017 01:30:00 PM,DECEPTIVE PRACTICE,SMALL RETAIL STORE,FALSE,FALSE,1,42
JA162052,02/21/2017 02:00:00 PM,THEFT,RESIDENCE,FALSE,TRUE,11,24
JA162286,02/21/2017 04:15:00 PM,BATTERY,SIDEWALK,FALSE,FALSE,11,2
JA162365,02/21/2017 10:30:00 AM,THEFT,STREET,FALSE,FALSE,22,34
JA162270,02/21/2017 04:41:00 PM,NARCOTICS,SIDEWALK,TRUE,FALSE,24,40
JA162343,02/21/2017 04:52:00 PM,PUBLIC PEACE VIOLATION,ALLEY,FALSE,FALSE,3,6
JA162280,02/21/2017 01:00:00 PM,ASSAULT,STREET,FALSE,TRUE,5,21
JA162333,02/21/2017 10:00:00 AM,THEFT,RESIDENTIAL YARD (FRONT/BACK),FALSE,FALSE,8,16
JA162331,02/21/2017 02:40:00 PM,THEFT,BANK,FALSE,FALSE,1,42
JA162341,02/21/2017 04:16:00 PM,GAMBLING,OTHER,TRUE,FALSE,7,17
JA162291,02/21/2017 01:10:00 PM,OTHER OFFENSE,OTHER,FALSE,TRUE,4,7
JA162395,02/21/2017 05:47:00 PM,ASSAULT,APARTMENT,FALSE,FALSE,2,3
JA162196,02/21/2017 11:40:00 AM,ASSAULT,GAS STATION,FALSE,TRUE,6,6
JA162404,02/21/2017 05:15:00 PM,OTHER OFFENSE,BARBERSHOP,FALSE,FALSE,1,3
JA162221,02/21/2017 03:40:00 PM,THEFT,GROCERY FOOD STORE,TRUE,FALSE,22,21
JA162268,02/21/2017 01:30:00 PM,THEFT,"SCHOOL, PUBLIC, BUILDING",FALSE,FALSE,19,47
JA162252,02/21/2017 04:23:00 PM,CRIMINAL DAMAGE,OTHER,FALSE,FALSE,2,3
JA162260,02/21/2017 04:21:00 PM,BATTERY,ALLEY,FALSE,TRUE,24,49
JA162353,02/21/2017 04:32:00 PM,BATTERY,APARTMENT,TRUE,TRUE,25,31
JA162060,02/21/2017 01:40:00 PM,NARCOTICS,RESIDENCE,TRUE,FALSE,17,39
JA162342,02/21/2017 04:14:00 PM,THEFT,SIDEWALK,TRUE,FALSE,11,27
JA162329,02/21/2017 07:30:00 AM,ASSAULT,OTHER,FALSE,FALSE,9,16
JA162311,02/21/2017 04:45:00 PM,BATTERY,APARTMENT,TRUE,TRUE,11,24
JA162344,02/21/2017 01:00:00 PM,THEFT,SIDEWALK,FALSE,FALSE,9,11
JA162240,02/21/2017 04:20:00 PM,ASSAULT,PAWN SHOP,FALSE,FALSE,9,20
JA162326,02/21/2017 05:02:00 PM,ROBBERY,SIDEWALK,FALSE,TRUE,11,28
JA162356,02/21/2017 08:45:00 AM,ROBBERY,STREET,FALSE,FALSE,11,24
JA162452,02/21/2017 05:52:08 PM,OTHER OFFENSE,GOVERNMENT BUILDING/PROPERTY,FALSE,FALSE,2,3
JA162081,02/21/2017 11:00:00 AM,THEFT,STREET,FALSE,FALSE,1,42
JA162189,02/21/2017 03:15:00 PM,BATTERY,APARTMENT,FALSE,FALSE,6,21
JA162317,02/21/2017 04:59:00 PM,BATTERY,SIDEWALK,FALSE,FALSE,8,23
JA162380,02/21/2017 05:35:00 PM,THEFT,VEHICLE - DELIVERY TRUCK,FALSE,FALSE,12,27
JA162411,02/21/2017 05:19:00 PM,BATTERY,SIDEWALK,TRUE,FALSE,8,13
JA162414,02/21/2017 04:45:00 PM,BURGLARY,RESIDENCE,FALSE,FALSE,8,23
JA162158,02/21/2017 02:43:00 PM,WEAPONS VIOLATION,STREET,TRUE,FALSE,3,5
JA162425,02/21/2017 06:00:00 PM,THEFT,DEPARTMENT STORE,FALSE,FALSE,19,44
JA162456,02/21/2017 06:20:00 PM,THEFT,OTHER,FALSE,FALSE,24,50
JA162394,02/21/2017 06:00:00 PM,NARCOTICS,SIDEWALK,TRUE,FALSE,15,28
JA162378,02/21/2017 05:15:00 PM,BATTERY,RESIDENCE,FALSE,TRUE,7,17
JA162418,02/21/2017 06:00:00 PM,BATTERY,SIDEWALK,FALSE,FALSE,11,28
JA162424,02/21/2017 05:15:00 PM,ASSAULT,CONVENIENCE STORE,TRUE,FALSE,8,13
JA162055,02/21/2017 12:30:00 PM,THEFT,STREET,FALSE,FALSE,2,3
JA162320,02/21/2017 04:45:00 PM,THEFT,OTHER,TRUE,FALSE,6,21
JA162116,02/21/2017 01:00:00 PM,CRIMINAL DAMAGE,RESIDENCE,FALSE,FALSE,8,18
JA162266,02/21/2017 04:30:00 PM,BATTERY,RESIDENCE,TRUE,TRUE,9,3
JA162230,02/21/2017 03:48:00 PM,THEFT,DEPARTMENT STORE,TRUE,FALSE,18,42
