Case Number,Date,Primary Type,Location Description,Arrest,Domestic,District,Ward
JA151901,02/13/2017 09:45:00 AM,CRIMINAL DAMAGE,PARKING LOT/GARAGE(NON.RESID.),FALSE,FALSE,14,35
JA151909,02/13/2017 05:00:00 AM,OTHER OFFENSE,RESIDENCE,FALSE,TRUE,5,9
JA151730,02/13/2017 07:03:00 AM,BATTERY,APARTMENT,FALSE,TRUE,2,3
JA151806,02/13/2017 08:10:00 AM,CRIM SEXUAL ASSAULT,ALLEY,FALSE,FALSE,22,21
JA151996,02/13/2017 11:05:00 AM,ASSAULT,APARTMENT,FALSE,FALSE,20,48
JA151874,02/13/2017 08:52:00 AM,INTERFERENCE WITH PUBLIC OFFICER,STREET,TRUE,FALSE,4,10
JA151719,02/13/2017 06:30:00 AM,BATTERY,APARTMENT,FALSE,FALSE,9,20
JA151788,02/13/2017 07:30:00 AM,CRIMINAL DAMAGE,STREET,FALSE,TRUE,11,27
JA151884,02/13/2017 09:45:00 AM,BATTERY,"SCHOOL, PUBLIC, BUILDING",FALSE,FALSE,11,28
JA151955,02/13/2017 10:49:00 AM,CRIMINAL TRESPASS,OTHER,TRUE,FALSE,8,14
JA151892,02/13/2017 10:08:00 AM,ROBBERY,OTHER,FALSE,FALSE,6,17
JA151994,02/13/2017 11:00:00 AM,THEFT,CLEANING STORE,FALSE,FALSE,4,8
JA152028,02/13/2017 09:00:00 AM,THEFT,HOSPITAL BUILDING/GROUNDS,FALSE,FALSE,19,44
JA151965,02/13/2017 10:39:00 AM,CRIMINAL TRESPASS,CHA APARTMENT,FALSE,TRUE,18,27
JA151933,02/13/2017 10:12:00 AM,CRIMINAL TRESPASS,PARK PROPERTY,TRUE,FALSE,11,28
JA151867,02/13/2017 08:36:00 AM,INTERFERENCE WITH PUBLIC OFFICER,STREET,TRUE,FALSE,11,24
JA151825,02/13/2017 08:30:00 AM,ASSAULT,RESTAURANT,FALSE,FALSE,18,42
JA151858,02/13/2017 09:30:00 AM,BATTERY,STREET,FALSE,FALSE,19,43
JA152043,02/13/2017 05:20:00 AM,THEFT,STREET,FALSE,FALSE,24,40
JA151911,02/13/2017 09:55:00 AM,CRIMINAL DAMAGE,OTHER,FALSE,FALSE,15,37
JA151934,02/13/2017 10:15:00 AM,ROBBERY,CONVENIENCE STORE,FALSE,FALSE,5,34
JA151914,02/13/2017 09:10:00 AM,ASSAULT,"SCHOOL, PUBLIC, BUILDING",FALSE,FALSE,5,9
JA152019,02/13/2017 11:15:00 AM,MOTOR VEHICLE THEFT,STREET,FALSE,FALSE,5,9
JA151692,02/13/2017 04:00:00 AM,THEFT,HOTEL/MOTEL,FALSE,FALSE,5,34
JA152037,02/13/2017 11:29:00 AM,ASSAULT,RESIDENCE PORCH/HALLWAY,FALSE,FALSE,10,24
JA151908,02/13/2017 06:21:00 AM,NARCOTICS,RESIDENCE,TRUE,FALSE,6,21
JA151964,02/13/2017 06:21:00 AM,NARCOTICS,RESIDENCE,TRUE,FALSE,6,21
JA152005,02/13/2017 10:48:00 AM,NARCOTICS,PARKING LOT/GARAGE(NON.RESID.),TRUE,FALSE,11,24
JA152077,02/13/2017 10:00:00 AM,CRIMINAL DAMAGE,COMMERCIAL / BUSINESS OFFICE,FALSE,FALSE,2,3
JA151834,02/13/2017 06:45:00 AM,BURGLARY,GROCERY FOOD STORE,FALSE,FALSE,6,17
JA151902,02/13/2017 08:45:00 AM,ASSAULT,"SCHOOL, PUBLIC, BUILDING",FALSE,FALSE,3,5
JA151829,02/13/2017 08:55:00 AM,THEFT,STREET,FALSE,FALSE,3,20
JA152067,02/13/2017 11:35:00 AM,INTERFERENCE WITH PUBLIC OFFICER,ALLEY,TRUE,FALSE,5,34
JA152060,02/13/2017 11:33:00 AM,NARCOTICS,SIDEWALK,TRUE,FALSE,11,27
JA151915,02/13/2017 09:40:00 AM,CRIMINAL TRESPASS,PARKING LOT/GARAGE(NON.RESID.),TRUE,FALSE,24,50
JA152062,02/13/2017 11:30:00 AM,NARCOTICS,SIDEWALK,TRUE,FALSE,15,28
JA152004,02/13/2017 11:11:00 AM,ASSAULT,"SCHOOL, PRIVATE, BUILDING",FALSE,FALSE,11,24
JA151963,02/13/2017 10:45:00 AM,CRIMINAL DAMAGE,RESIDENCE,FALSE,FALSE,8,15
JA152057,02/13/2017 11:45:00 AM,BATTERY,"SCHOOL, PUBLIC, BUILDING",FALSE,FALSE,16,30
JA152111,02/13/2017 12:02:00 PM,THEFT,DEPARTMENT STORE,FALSE,FALSE,6,6
JA152023,02/13/2017 11:03:00 AM,OTHER OFFENSE,STREET,TRUE,FALSE,7,16
JA152124,02/13/2017 10:30:00 AM,CRIMINAL DAMAGE,RESIDENCE,FALSE,FALSE,15,29
JA152154,02/13/2017 01:00:00 PM,ASSAULT,OTHER,FALSE,FALSE,9,11
JA152115,02/13/2017 07:00:00 AM,THEFT,STREET,FALSE,FALSE,12,27
JA152166,02/13/2017 01:00:00 PM,OTHER OFFENSE,RESIDENCE,FALSE,TRUE,11,28
JA152071,02/13/2017 11:50:00 AM,BATTERY,SIDEWALK,FALSE,FALSE,18,42
JA152145,02/13/2017 10:00:00 AM,CRIMINAL DAMAGE,RESIDENCE-GARAGE,FALSE,FALSE,4,10
JA152094,02/13/2017 12:15:00 PM,BATTERY,RESIDENCE-GARAGE,FALSE,FALSE,18,27
JA152102,02/13/2017 12:20:00 PM,NARCOTICS,VACANT LOT/LAND,TRUE,FALSE,11,27
JA152178,02/13/2017 11:00:00 AM,DECEPTIVE PRACTICE,STREET,FALSE,FALSE,1,2
JA152112,02/13/2017 10:30:00 AM,BATTERY,NURSING HOME/RETIREMENT HOME,FALSE,FALSE,8,18
JA152038,02/13/2017 11:40:00 AM,BATTERY,RESIDENCE,TRUE,TRUE,11,28
JA152139,02/13/2017 11:20:00 AM,NARCOTICS,PARKING LOT/GARAGE(NON.RESID.),TRUE,FALSE,5,9
JA152126,02/13/2017 12:00:00 PM,MOTOR VEHICLE THEFT,STREET,FALSE,FALSE,17,33
JA151974,02/13/2017 11:02:00 AM,CRIMINAL DAMAGE,RESIDENCE,FALSE,TRUE,11,28
JA152164,02/13/2017 01:04:00 PM,NARCOTICS,ALLEY,TRUE,FALSE,15,28
JA152165,02/13/2017 01:00:00 PM,OTHER OFFENSE,PARK PROPERTY,TRUE,FALSE,9,12
JA152182,02/13/2017 01:00:00 PM,OTHER OFFENSE,OTHER,FALSE,FALSE,4,10
JA151958,02/13/2017 10:10:00 AM,ASSAULT,"SCHOOL, PUBLIC, BUILDING",FALSE,FALSE,5,9
JA152033,02/13/2017 11:10:00 AM,ROBBERY,PARK PROPERTY,FALSE,FALSE,19,46
JA151921,02/13/2017 09:52:00 AM,WEAPONS VIOLATION,APARTMENT,TRUE,FALSE,3,20
JA152155,02/13/2017 12:30:00 PM,ASSAULT,RESIDENCE PORCH/HALLWAY,FALSE,FALSE,5,9
JA152011,02/13/2017 10:45:00 AM,CRIMINAL DAMAGE,"SCHOOL, PUBLIC, BUILDING",FALSE,FALSE,25,37
JA152198,02/13/2017 01:08:00 PM,OTHER OFFENSE,STREET,TRUE,FALSE,25,31
JA152059,02/13/2017 07:00:00 AM,THEFT,RESIDENCE,FALSE,FALSE,8,18
JA152073,02/13/2017 12:02:00 PM,ASSAULT,STREET,FALSE,FALSE,6,18
JA152148,02/13/2017 12:35:00 PM,OTHER OFFENSE,VEHICLE NON-COMMERCIAL,TRUE,FALSE,22,21
JA151852,02/13/2017 01:00:00 AM,THEFT,VEHICLE NON-COMMERCIAL,FALSE,FALSE,25,37
JA152153,02/13/2017 11:32:00 AM,OTHER OFFENSE,STREET,TRUE,FALSE,24,49
JA152082,02/13/2017 10:00:00 AM,BURGLARY,CHA APARTMENT,FALSE,FALSE,12,2
JA153807,02/14/2017 07:00:00 AM,THEFT,ALLEY,FALSE,FALSE,8,15
JA152138,02/13/2017 08:00:00 AM,OTHER OFFENSE,RESIDENCE,FALSE,TRUE,15,29
JA152195,02/13/2017 11:00:00 AM,CRIMINAL DAMAGE,RESIDENCE,FALSE,FALSE,15,29
JA152016,02/13/2017 11:20:00 AM,BATTERY,ALLEY,FALSE,FALSE,15,37
JA152194,02/13/2017 01:45:00 PM,THEFT,OTHER,FALSE,FALSE,18,43
JA151954,02/13/2017 10:35:00 AM,BURGLARY,APARTMENT,FALSE,TRUE,15,29
JA152150,02/13/2017 01:07:00 PM,THEFT,DEPARTMENT STORE,FALSE,FALSE,14,32
JA152220,02/13/2017 11:00:00 AM,THEFT,APARTMENT,FALSE,FALSE,3,7
JA152228,02/13/2017 11:00:00 AM,THEFT,HOSPITAL BUILDING/GROUNDS,FALSE,FALSE,3,8
JA152205,02/13/2017 01:00:00 PM,THEFT,GROCERY FOOD STORE,FALSE,FALSE,20,40
JA152201,02/13/2017 01:50:00 PM,THEFT,SMALL RETAIL STORE,FALSE,FALSE,10,25
JA152226,02/13/2017 12:30:00 PM,MOTOR VEHICLE THEFT,STREET,FALSE,FALSE,25,37
JA152089,02/13/2017 11:58:00 AM,CRIMINAL DAMAGE,PARKING LOT/GARAGE(NON.RESID.),FALSE,FALSE,9,20
JA152216,02/13/2017 01:55:00 PM,CRIMINAL DAMAGE,APARTMENT,FALSE,FALSE,3,20
JA152171,02/13/2017 10:54:00 AM,PUBLIC PEACE VIOLATION,STREET,TRUE,FALSE,5,9
JA152149,02/13/2017 12:54:00 PM,BATTERY,STREET,FALSE,FALSE,3,6
JA152134,02/13/2017 12:50:00 PM,ASSAULT,SIDEWALK,TRUE,FALSE,15,28
JA152072,02/13/2017 12:05:00 PM,BATTERY,STREET,TRUE,TRUE,6,21
JA152185,02/13/2017 01:22:00 PM,NARCOTICS,ALLEY,TRUE,FALSE,6,17
JA152218,02/13/2017 12:00:00 PM,BATTERY,RESIDENCE PORCH/HALLWAY,FALSE,TRUE,3,7
JA152127,02/13/2017 12:25:00 PM,BATTERY,APARTMENT,TRUE,FALSE,9,16
JA152221,02/13/2017 06:50:00 AM,ROBBERY,SIDEWALK,FALSE,FALSE,6,21
JA152135,02/13/2017 12:32:00 PM,THEFT,GROCERY FOOD STORE,TRUE,FALSE,17,33
JA152159,02/13/2017 12:20:00 PM,THEFT,PARK PROPERTY,FALSE,FALSE,18,43
JA152203,02/13/2017 10:15:00 AM,NARCOTICS,"SCHOOL, PUBLIC, BUILDING",TRUE,FALSE,5,6
JA152246,02/13/2017 01:00:00 PM,ROBBERY,SMALL RETAIL STORE,FALSE,FALSE,25,31
JA152239,02/13/2017 01:45:00 PM,BATTERY,"SCHOOL, PUBLIC, BUILDING",TRUE,TRUE,11,28
JA152208,02/13/2017 01:50:00 PM,THEFT,CONVENIENCE STORE,FALSE,FALSE,3,5
JA152295,02/13/2017 02:50:00 PM,CRIMINAL DAMAGE,APARTMENT,FALSE,FALSE,11,24
JA152299,02/13/2017 10:00:00 AM,ASSAULT,APARTMENT,FALSE,FALSE,6,21
JA152252,02/13/2017 11:50:00 AM,OTHER OFFENSE,RESIDENCE,FALSE,FALSE,22,19
JA152074,02/13/2017 11:25:00 AM,BURGLARY,RESIDENCE,FALSE,FALSE,2,4
JA152157,02/13/2017 12:56:00 PM,WEAPONS VIOLATION,STREET,TRUE,FALSE,9,11
JA152260,02/13/2017 01:00:00 PM,ASSAULT,"SCHOOL, PUBLIC, BUILDING",TRUE,FALSE,4,10
JA152294,02/13/2017 02:19:00 PM,ASSAULT,CONVENIENCE STORE,TRUE,FALSE,2,3
JA152303,02/13/2017 02:38:00 PM,THEFT,VACANT LOT/LAND,TRUE,FALSE,5,9
JA152313,02/13/2017 01:12:00 PM,OTHER OFFENSE,STREET,TRUE,FALSE,25,37
JA152265,02/13/2017 01:30:00 PM,THEFT,OTHER,FALSE,FALSE,19,47
JA152355,02/13/2017 06:30:00 AM,CRIMINAL DAMAGE,PARKING LOT/GARAGE(NON.RESID.),FALSE,FALSE,10,22
JA152323,02/13/2017 02:44:00 PM,CRIMINAL DAMAGE,STREET,FALSE,FALSE,8,14
JA152310,02/13/2017 12:30:00 PM,BATTERY,STREET,FALSE,FALSE,11,28
JA152332,02/13/2017 03:15:00 PM,OTHER OFFENSE,SIDEWALK,TRUE,FALSE,10,24
JA152354,02/13/2017 03:30:00 PM,THEFT,SMALL RETAIL STORE,FALSE,FALSE,1,42
JA152364,02/13/2017 03:45:00 PM,WEAPONS VIOLATION,ALLEY,FALSE,FALSE,7,16
JA152270,02/13/2017 02:30:00 PM,ASSAULT,RESIDENCE,FALSE,TRUE,10,28
JA152359,02/13/2017 03:15:00 PM,THEFT,"SCHOOL, PRIVATE, BUILDING",FALSE,FALSE,8,23
JA152343,02/13/2017 02:40:00 PM,THEFT,DEPARTMENT STORE,FALSE,FALSE,1,2
JA152326,02/13/2017 03:06:00 PM,NARCOTICS,ALLEY,TRUE,FALSE,25,37
JA152338,02/13/2017 03:20:00 PM,BATTERY,"SCHOOL, PUBLIC, GROUNDS",FALSE,FALSE,25,29
JA152160,02/13/2017 09:30:00 AM,CRIMINAL DAMAGE,PARKING LOT/GARAGE(NON.RESID.),FALSE,FALSE,7,17
JA152314,02/13/2017 12:00:00 PM,THEFT,STREET,FALSE,FALSE,7,17
JA152146,02/13/2017 01:00:00 PM,DECEPTIVE PRACTICE,RESIDENCE,FALSE,FALSE,7,15
JA152213,02/13/2017 08:30:00 AM,DECEPTIVE PRACTICE,GAS STATION,FALSE,FALSE,7,17
JA152378,02/13/2017 03:50:00 PM,OTHER OFFENSE,RESTAURANT,FALSE,FALSE,20,40
JA152401,02/13/2017 04:25:00 PM,CRIMINAL DAMAGE,RESIDENCE,FALSE,FALSE,22,21
JA152360,02/13/2017 03:00:00 PM,CRIMINAL TRESPASS,RESTAURANT,TRUE,FALSE,9,12
JA152333,02/13/2017 02:47:00 PM,THEFT,SMALL RETAIL STORE,TRUE,FALSE,22,34
JA152266,02/13/2017 01:35:00 PM,MOTOR VEHICLE THEFT,STREET,FALSE,FALSE,19,47
JA152339,02/13/2017 03:05:00 PM,PUBLIC PEACE VIOLATION,STREET,TRUE,FALSE,14,26
JA152381,02/13/2017 02:49:00 PM,NARCOTICS,APARTMENT,TRUE,FALSE,15,37
JA152327,02/13/2017 03:16:00 PM,ASSAULT,ALLEY,FALSE,FALSE,5,9
JA152330,02/13/2017 02:57:00 PM,THEFT,GROCERY FOOD STORE,TRUE,FALSE,12,27
JA152119,02/13/2017 12:20:00 PM,BATTERY,APARTMENT,TRUE,FALSE,2,20
JA152312,02/13/2017 05:28:00 AM,OTHER OFFENSE,CHURCH/SYNAGOGUE/PLACE OF WORSHIP,FALSE,FALSE,1,42
JA152867,02/13/2017 09:00:00 PM,BATTERY,SIDEWALK,FALSE,FALSE,9,11
JA152405,02/13/2017 03:35:00 PM,BATTERY,RESIDENCE,FALSE,TRUE,8,23
JA152318,02/13/2017 03:15:00 PM,ASSAULT,RESIDENTIAL YARD (FRONT/BACK),FALSE,FALSE,17,30
JA152363,02/13/2017 03:55:00 PM,THEFT,SMALL RETAIL STORE,FALSE,FALSE,18,42
JA152371,02/13/2017 03:44:00 PM,CRIMINAL TRESPASS,GAS STATION,TRUE,FALSE,6,8
JA152389,02/13/2017 03:00:00 PM,DECEPTIVE PRACTICE,RESIDENCE,FALSE,FALSE,16,38
JA152392,02/13/2017 01:00:00 AM,THEFT,STREET,FALSE,FALSE,8,13
JA152377,02/13/2017 02:30:00 PM,THEFT,DEPARTMENT STORE,FALSE,FALSE,18,42
JA152136,02/13/2017 10:30:00 AM,CRIMINAL DAMAGE,STREET,FALSE,FALSE,12,27
JA152425,02/13/2017 04:25:00 PM,THEFT,SMALL RETAIL STORE,FALSE,FALSE,18,43
JA152437,02/13/2017 08:00:00 AM,BURGLARY,RESIDENCE-GARAGE,FALSE,FALSE,9,16
JA152311,02/13/2017 03:04:00 PM,BATTERY,RESIDENTIAL YARD (FRONT/BACK),FALSE,TRUE,8,14
JA152413,02/13/2017 04:03:00 PM,DECEPTIVE PRACTICE,GAS STATION,FALSE,FALSE,10,22
JA152487,02/13/2017 05:15:00 PM,ROBBERY,CTA PLATFORM,FALSE,FALSE,11,24
JA152369,02/13/2017 03:38:00 PM,NARCOTICS,SIDEWALK,TRUE,FALSE,11,27
JA152383,02/13/2017 03:54:00 PM,BATTERY,RESIDENCE PORCH/HALLWAY,TRUE,FALSE,3,5
JA152411,02/13/2017 03:00:00 PM,THEFT,STREET,FALSE,FALSE,22,19
JA152193,02/13/2017 12:40:00 PM,CRIMINAL DAMAGE,OTHER,FALSE,FALSE,15,29
JA152331,02/13/2017 03:18:00 PM,BATTERY,SIDEWALK,FALSE,FALSE,6,21
JA152321,02/13/2017 02:44:00 PM,CRIMINAL DAMAGE,STREET,FALSE,FALSE,10,12
JA152380,02/13/2017 04:00:00 PM,ROBBERY,CTA TRAIN,FALSE,FALSE,10,24
JA152475,02/13/2017 11:00:00 AM,THEFT,CTA TRAIN,FALSE,FALSE,1,2
JA152296,02/13/2017 02:10:00 PM,THEFT,GROCERY FOOD STORE,TRUE,FALSE,6,6
JA152506,02/13/2017 12:36:00 PM,OTHER OFFENSE,RESIDENCE,FALSE,FALSE,15,29
JA152219,02/13/2017 01:55:00 PM,BATTERY,CONVENIENCE STORE,FALSE,FALSE,15,29
JA152289,02/13/2017 02:07:00 PM,MOTOR VEHICLE THEFT,STREET,FALSE,FALSE,7,15
JA152388,02/13/2017 04:10:00 PM,BATTERY,"SCHOOL, PUBLIC, BUILDING",TRUE,FALSE,12,2
JA152431,02/13/2017 09:05:00 AM,BURGLARY,RESIDENCE,FALSE,FALSE,4,7
JA152288,02/13/2017 09:00:00 AM,BURGLARY,APARTMENT,FALSE,FALSE,4,8
JA152452,02/13/2017 04:45:00 PM,ASSAULT,RESIDENCE-GARAGE,FALSE,FALSE,25,37
JA152473,02/13/2017 03:44:00 PM,ASSAULT,ALLEY,TRUE,FALSE,8,23
JA152490,02/13/2017 03:30:00 PM,THEFT,SMALL RETAIL STORE,FALSE,FALSE,8,14
JA152450,02/13/2017 04:15:00 PM,BATTERY,ALLEY,FALSE,FALSE,4,7
JA152386,02/13/2017 04:00:00 PM,BATTERY,DRUG STORE,TRUE,FALSE,2,4
JA152384,02/13/2017 01:00:00 PM,CRIMINAL DAMAGE,RESIDENCE-GARAGE,FALSE,FALSE,8,17
JA152564,02/13/2017 05:00:00 PM,THEFT,"SCHOOL, PUBLIC, BUILDING",FALSE,FALSE,2,4
JA152433,02/13/2017 04:15:00 PM,CRIMINAL DAMAGE,RESIDENCE,FALSE,FALSE,4,8
JA152542,02/13/2017 05:16:00 PM,THEFT,DEPARTMENT STORE,FALSE,FALSE,14,32
JA152561,02/13/2017 05:25:00 PM,THEFT,CTA TRAIN,FALSE,FALSE,1,42
JA152507,02/13/2017 04:30:00 PM,THEFT,SMALL RETAIL STORE,FALSE,FALSE,1,42
JA152449,02/13/2017 04:30:00 PM,ASSAULT,RESTAURANT,FALSE,FALSE,12,2
JA152543,02/13/2017 06:15:00 AM,CRIMINAL DAMAGE,STREET,FALSE,FALSE,5,9
JA152493,02/13/2017 05:13:00 PM,BATTERY,OTHER,TRUE,FALSE,2,3
JA152250,02/13/2017 01:54:00 PM,OTHER OFFENSE,APARTMENT,FALSE,TRUE,7,6
JA152468,02/13/2017 03:45:00 PM,NARCOTICS,SIDEWALK,TRUE,FALSE,7,16
JA152430,02/13/2017 04:16:00 PM,OTHER OFFENSE,RESIDENCE,FALSE,FALSE,16,41
JA152432,02/13/2017 01:25:00 PM,BURGLARY,RESIDENCE,FALSE,FALSE,15,24
JA152399,02/13/2017 03:00:00 PM,ASSAULT,SIDEWALK,FALSE,FALSE,15,29
JA152549,02/13/2017 04:45:00 PM,THEFT,DEPARTMENT STORE,TRUE,FALSE,25,36
JA152555,02/13/2017 05:15:00 PM,NARCOTICS,SIDEWALK,TRUE,FALSE,15,28
JA152459,02/13/2017 11:45:00 AM,THEFT,STREET,FALSE,FALSE,6,21
JA152620,02/13/2017 06:30:00 PM,THEFT,CTA PLATFORM,FALSE,FALSE,18,42
JA152585,02/13/2017 05:00:00 PM,DECEPTIVE PRACTICE,OTHER,FALSE,FALSE,12,27
JA152552,02/13/2017 05:18:00 PM,THEFT,RESIDENCE PORCH/HALLWAY,TRUE,FALSE,19,47
JA152484,02/13/2017 04:15:00 PM,ROBBERY,RESIDENCE PORCH/HALLWAY,FALSE,FALSE,8,18
JA152422,02/13/2017 09:00:00 AM,BURGLARY,RESIDENCE,FALSE,FALSE,16,38
JA152612,02/13/2017 06:30:00 PM,CRIMINAL DAMAGE,RESIDENCE-GARAGE,FALSE,FALSE,5,9
JA152580,02/13/2017 01:30:00 PM,BURGLARY,APARTMENT,FALSE,FALSE,25,30
JA152512,02/13/2017 08:45:00 AM,BURGLARY,APARTMENT,FALSE,FALSE,19,47
JA152485,02/13/2017 06:00:00 AM,BURGLARY,RESIDENCE,FALSE,FALSE,19,47
JA152625,02/13/2017 06:30:00 PM,BATTERY,CHURCH/SYNAGOGUE/PLACE OF WORSHIP,FALSE,FALSE,19,46
JA152521,02/13/2017 04:44:00 PM,DECEPTIVE PRACTICE,RESIDENCE,FALSE,FALSE,6,6
JA152479,02/13/2017 04:50:00 PM,ASSAULT,STREET,FALSE,FALSE,16,36
JA152629,02/13/2017 06:29:00 PM,OTHER OFFENSE,APARTMENT,FALSE,TRUE,8,23
JA152463,02/13/2017 04:34:00 PM,THEFT,DRUG STORE,FALSE,FALSE,17,35
JA152540,02/13/2017 05:54:00 PM,CRIMINAL TRESPASS,SMALL RETAIL STORE,TRUE,FALSE,18,42
JA152626,02/13/2017 06:51:00 PM,NARCOTICS,SIDEWALK,TRUE,FALSE,2,3
JA152614,02/13/2017 06:23:00 PM,CRIMINAL DAMAGE,APARTMENT,FALSE,FALSE,11,27
JA152557,02/13/2017 06:07:00 PM,CRIMINAL DAMAGE,SMALL RETAIL STORE,TRUE,FALSE,11,27
JA152662,02/13/2017 01:03:00 AM,CRIMINAL DAMAGE,STREET,FALSE,FALSE,11,27
JA152556,02/13/2017 05:28:00 PM,ASSAULT,RESIDENCE,TRUE,FALSE,2,20
JA152594,02/13/2017 06:15:00 PM,ASSAULT,RESIDENCE PORCH/HALLWAY,FALSE,FALSE,20,40
JA152544,02/13/2017 12:00:00 PM,BURGLARY,RESIDENCE,FALSE,FALSE,12,25
JA152410,02/13/2017 03:30:00 PM,DECEPTIVE PRACTICE,PARKING LOT/GARAGE(NON.RESID.),FALSE,FALSE,17,50
JA152334,02/13/2017 03:00:00 PM,THEFT,APARTMENT,FALSE,TRUE,9,14
JA152491,02/13/2017 04:36:00 PM,THEFT,DEPARTMENT STORE,TRUE,FALSE,1,42
JA152649,02/13/2017 05:00:00 PM,THEFT,CTA TRAIN,FALSE,FALSE,1,42
JA152466,02/13/2017 04:40:00 PM,BATTERY,APARTMENT,TRUE,FALSE,3,20
JA152640,02/13/2017 06:40:00 PM,ROBBERY,SIDEWALK,FALSE,FALSE,19,44
JA152607,02/13/2017 06:25:00 PM,THEFT,SMALL RETAIL STORE,FALSE,FALSE,19,47
JA152336,02/13/2017 11:20:00 AM,OTHER OFFENSE,RESIDENCE,FALSE,FALSE,8,15
JA152409,02/13/2017 04:00:00 PM,BATTERY,SIDEWALK,FALSE,FALSE,15,28
JA152497,02/13/2017 01:30:00 PM,CRIMINAL DAMAGE,RESIDENCE,FALSE,FALSE,15,29
JA152637,02/13/2017 04:30:00 PM,BATTERY,OTHER,FALSE,FALSE,15,28
JA152654,02/13/2017 12:00:00 PM,OTHER OFFENSE,RESIDENCE,FALSE,FALSE,9,11
JA152655,02/13/2017 02:38:00 PM,DECEPTIVE PRACTICE,CURRENCY EXCHANGE,FALSE,FALSE,10,24
JA152570,02/13/2017 06:00:00 PM,THEFT,SMALL RETAIL STORE,TRUE,FALSE,18,42
JA152605,02/13/2017 07:30:00 AM,OTHER OFFENSE,RESIDENCE,FALSE,TRUE,5,34
JA152525,02/13/2017 05:00:00 PM,BURGLARY,RESIDENCE,FALSE,FALSE,5,9
JA152636,02/13/2017 09:00:00 AM,BURGLARY,APARTMENT,FALSE,FALSE,14,26
JA152653,02/13/2017 06:44:00 PM,ASSAULT,APARTMENT,TRUE,TRUE,6,17
JA152394,02/13/2017 03:30:00 PM,BATTERY,RESIDENCE,FALSE,TRUE,4,7
JA152659,02/13/2017 07:03:00 PM,BATTERY,RESIDENTIAL YARD (FRONT/BACK),FALSE,FALSE,15,29
JA152657,02/13/2017 06:48:00 PM,NARCOTICS,ALLEY,TRUE,FALSE,10,28
JA152688,02/13/2017 06:30:00 PM,ASSAULT,APARTMENT,FALSE,FALSE,24,49
JA152715,02/13/2017 07:40:00 PM,BATTERY,RESIDENCE,FALSE,TRUE,14,1
JA152309,02/13/2017 02:45:00 PM,BURGLARY,RESIDENCE,FALSE,FALSE,4,7
JA152631,02/13/2017 06:30:00 PM,BATTERY,CHA APARTMENT,FALSE,TRUE,4,10
JA152687,02/13/2017 07:11:00 PM,MOTOR VEHICLE THEFT,STREET,FALSE,FALSE,2,4
JA152596,02/13/2017 05:00:00 PM,CRIMINAL TRESPASS,RESIDENCE,FALSE,FALSE,11,2
JA152753,02/13/2017 07:30:00 PM,THEFT,RESIDENCE PORCH/HALLWAY,FALSE,FALSE,24,40
JA152675,02/13/2017 06:20:00 PM,THEFT,RESTAURANT,FALSE,FALSE,1,42
JA152672,02/13/2017 06:56:00 PM,WEAPONS VIOLATION,STREET,TRUE,FALSE,3,20
JA152691,02/13/2017 07:25:00 PM,THEFT,DEPARTMENT STORE,FALSE,FALSE,17,39
JA152642,02/13/2017 06:20:00 PM,THEFT,DEPARTMENT STORE,FALSE,FALSE,19,32
JA152600,02/13/2017 05:20:00 PM,INTERFERENCE WITH PUBLIC OFFICER,STREET,TRUE,FALSE,22,21
JA152673,02/13/2017 06:24:00 PM,ASSAULT,STREET,FALSE,TRUE,8,18
JA152618,02/13/2017 05:30:00 PM,THEFT,STREET,FALSE,FALSE,18,42
JA152704,02/13/2017 06:30:00 PM,CRIMINAL DAMAGE,RESIDENTIAL YARD (FRONT/BACK),FALSE,FALSE,16,38
JA152663,02/13/2017 04:45:00 PM,THEFT,OTHER,FALSE,FALSE,1,2
JA152676,02/13/2017 06:20:00 PM,DECEPTIVE PRACTICE,RESTAURANT,FALSE,FALSE,1,42
JA152419,02/13/2017 04:00:00 PM,ROBBERY,PARKING LOT/GARAGE(NON.RESID.),FALSE,FALSE,7,17
JA152679,02/13/2017 10:00:00 AM,CRIMINAL DAMAGE,STREET,FALSE,FALSE,19,44
JA152720,02/13/2017 07:57:00 PM,BATTERY,APARTMENT,TRUE,TRUE,9,20
JA152669,02/13/2017 06:30:00 PM,THEFT,SMALL RETAIL STORE,FALSE,FALSE,7,17
JA152742,02/13/2017 07:07:00 PM,WEAPONS VIOLATION,RESIDENCE,FALSE,FALSE,9,12
JA152695,02/13/2017 11:59:00 AM,DECEPTIVE PRACTICE,SMALL RETAIL STORE,FALSE,FALSE,1,42
JA152708,02/13/2017 02:00:00 PM,DECEPTIVE PRACTICE,STREET,FALSE,FALSE,18,42
JA152639,02/13/2017 06:07:00 PM,CRIMINAL TRESPASS,GAS STATION,TRUE,FALSE,15,37
JA152730,02/13/2017 06:00:00 PM,THEFT,STREET,FALSE,FALSE,12,27
JA152765,02/13/2017 07:00:00 PM,THEFT,ATHLETIC CLUB,FALSE,FALSE,25,26
JA152743,02/13/2017 07:30:00 PM,CRIMINAL DAMAGE,STREET,FALSE,FALSE,8,14
JA152759,02/13/2017 08:35:00 PM,THEFT,SMALL RETAIL STORE,FALSE,FALSE,20,48
JA152714,02/13/2017 07:30:00 PM,DECEPTIVE PRACTICE,SMALL RETAIL STORE,FALSE,FALSE,19,44
